Sentence Index,Sentence,Incorrect Sentence
391,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
392,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁলোকে কি বিদ্যালয়লৈ যাও?
392,তুমি কি বিদ্যালয়লৈ যাও?,তোমাৰ কি বিদ্যালয়লৈ যাও?
393,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
393,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
393,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
393,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
394,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
395,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
396,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
397,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
397,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
398,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
399,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
400,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
401,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
402,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
403,মই বিয়লি চাহ খাব।,আপুনি বিয়লি চাহ খাব।
403,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
404,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
405,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
406,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
407,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
408,তুমি কি বিদ্যালয়লৈ যাও?,তোমাৰ কি বিদ্যালয়লৈ যাও?
408,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁ কি বিদ্যালয়লৈ যাও?
408,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁলোকে কি বিদ্যালয়লৈ যাও?
409,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
410,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
411,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
412,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
413,তেওঁ খোৱা ধনিয়া পানীত।,তোৰ খোৱা ধনিয়া পানীত।
413,তেওঁ খোৱা ধনিয়া পানীত।,তুমি খোৱা ধনিয়া পানীত।
413,তেওঁ খোৱা ধনিয়া পানীত।,আপুনি খোৱা ধনিয়া পানীত।
414,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁ কি বিদ্যালয়লৈ যাও?
414,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁলোকে কি বিদ্যালয়লৈ যাও?
414,তুমি কি বিদ্যালয়লৈ যাও?,তোমাৰ কি বিদ্যালয়লৈ যাও?
415,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
416,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
417,তুমি কি বিদ্যালয়লৈ যাও?,আপুনি কি বিদ্যালয়লৈ যাও?
417,তুমি কি বিদ্যালয়লৈ যাও?,তোমাৰ কি বিদ্যালয়লৈ যাও?
417,তুমি কি বিদ্যালয়লৈ যাও?,মই কি বিদ্যালয়লৈ যাও?
417,তুমি কি বিদ্যালয়লৈ যাও?,তেওঁলোকে কি বিদ্যালয়লৈ যাও?
418,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
418,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
419,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
419,মই বিয়লি চাহ খাব।,তেওঁ বিয়লি চাহ খাব।
419,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
419,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
420,মৌচাকৰ মাজত মৌ থাকে।,মৌচাকৰ মাজত মৌ থাকে।
421,আজিৰ দিনটো সুন্দৰ।,আজিৰ দিনটো সুন্দৰ।
422,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
423,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
424,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
425,মই বিয়লি চাহ খাব।,তেওঁলোকে বিয়লি চাহ খাব।
425,মই বিয়লি চাহ খাব।,তুমি বিয়লি চাহ খাব।
425,মই বিয়লি চাহ খাব।,তোমাৰ বিয়লি চাহ খাব।
426,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
427,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
428,আমাৰ ঘৰখন বৰ ডাঙৰ।,আমাৰ ঘৰখন বৰ ডাঙৰ।
429,তেওঁ খোৱা ধনিয়া পানীত।,তুমি খোৱা ধনিয়া পানীত।
429,তেওঁ খোৱা ধনিয়া পানীত।,আপুনি খোৱা ধনিয়া পানীত।
429,তেওঁ খোৱা ধনিয়া পানীত।,তেওঁলোকে খোৱা ধনিয়া পানীত।
430,বাপেকৰ নাম ৰমেশ।,বাপেকৰ নাম ৰমেশ।
431,শিলাদিত্য এটা ভাল মানুহ।,শিলাদিত্য এটা ভাল মানুহ।
432,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।,ৰমা আৰু শ্যাম বিদ্যালয়লৈ গৈছিল।
433,তেওঁ খোৱা ধনিয়া পানীত।,আপুনি খোৱা ধনিয়া পানীত।
433,তেওঁ খোৱা ধনিয়া পানীত।,তোৰ খোৱা ধনিয়া পানীত।
433,তেওঁ খোৱা ধনিয়া পানীত।,মই খোৱা ধনিয়া পানীত।
434,তেওঁবোৰ বাগিছাত ফুল লাগিছে।,তেওঁবোৰ বাগিছাত ফুল লাগিছে।
